GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36029006201,"Census Tract 62.01, Erie County, New York",1920,291,0,11,,,0,
36029010103,"Census Tract 101.03, Erie County, New York",4132,301,400,234,26162,2200,9.68054211035818,26162
36029016600,"Census Tract 166, Erie County, New York",2573,412,713,208,16096,2461,27.710843373494,16096
36035971500,"Census Tract 9715, Fulton County, New York",5211,20,537,245,29138,2395,10.3051237766264,29138
36047001300,"Census Tract 13, Kings County, New York",2562,267,897,211,,,35.0117096018735,
36047006000,"Census Tract 60, Kings County, New York",2717,320,501,227,35427,13368,18.4394552815605,35427
36047018501,"Census Tract 185.01, Kings County, New York",4530,399,2443,440,12868,2727,53.9293598233996,12868
36047024400,"Census Tract 244, Kings County, New York",3757,446,1563,465,21042,3997,41.6023422943838,21042
36047027200,"Census Tract 272, Kings County, New York",3692,510,676,277,21452,4877,18.3098591549296,21452
36047030800,"Census Tract 308, Kings County, New York",1898,248,340,118,23085,4867,17.913593256059,23085
36047032900,"Census Tract 329, Kings County, New York",5783,439,1142,529,,,19.7475358810306,
36047034900,"Census Tract 349, Kings County, New York",5297,448,1666,455,20413,5023,31.451765150085,20413
36047040500,"Census Tract 405, Kings County, New York",1539,234,437,206,,,28.3950617283951,
36047046201,"Census Tract 462.01, Kings County, New York",2685,328,547,209,,,20.3724394785847,
36047049400,"Census Tract 494, Kings County, New York",5574,411,1081,278,27284,6948,19.3936132041622,27284
36047052300,"Census Tract 523, Kings County, New York",5670,525,987,366,31365,5725,17.4074074074074,31365
36047058200,"Census Tract 582, Kings County, New York",3150,366,863,329,11502,7318,27.3968253968254,11502
36047069601,"Census Tract 696.01, Kings County, New York",4032,433,624,286,26145,6405,15.4761904761905,26145
36047086000,"Census Tract 860, Kings County, New York",3691,430,855,437,,,23.1644540774858,
36047098200,"Census Tract 982, Kings County, New York",4124,302,1756,404,14546,2613,42.5800193986421,14546
36047116600,"Census Tract 1166, Kings County, New York",2865,343,853,258,25985,3632,29.7731239092496,25985
36055004900,"Census Tract 49, Monroe County, New York",2056,269,1026,248,11529,1837,49.9027237354086,11529
36055011601,"Census Tract 116.01, Monroe County, New York",6316,338,403,205,,,6.38062064597847,
36055014001,"Census Tract 140.01, Monroe County, New York",4625,307,347,154,27945,2946,7.5027027027027,27945
36001012800,"Census Tract 128, Albany County, New York",3806,426,1172,350,20023,1763,30.7934839726747,20023
36005003100,"Census Tract 31, Bronx County, New York",1466,216,265,140,19886,7009,18.0763983628922,19886
36005015900,"Census Tract 159, Bronx County, New York",1420,221,724,237,,,50.9859154929578,
36005020400,"Census Tract 204, Bronx County, New York",3131,374,564,297,27297,3580,18.0134142446503,27297
36005024900,"Census Tract 249, Bronx County, New York",0,11,0,11,,,,
36005032600,"Census Tract 326, Bronx County, New York",3576,537,218,123,,,6.09619686800895,
36005040800,"Census Tract 408, Bronx County, New York",4557,447,1182,357,19348,2385,25.9381171823568,19348
36013030600,"Census Tract 306, Chautauqua County, New York",3574,385,1010,317,,,28.2596530498041,
36015000200,"Census Tract 2, Chemung County, New York",2652,235,734,186,21200,4078,27.6772247360483,21200
36015001000,"Census Tract 10, Chemung County, New York",2898,371,1321,376,16174,2116,45.5831608005521,16174
36059302200,"Census Tract 3022, Nassau County, New York",4335,435,307,181,,,7.08189158016148,
36059303800,"Census Tract 3038, Nassau County, New York",5152,341,467,281,44821,7724,9.06444099378882,44821
36059407801,"Census Tract 4078.01, Nassau County, New York",5529,311,358,258,,,6.47495026225357,
36059413001,"Census Tract 4130.01, Nassau County, New York",3730,326,395,208,,,10.5898123324397,
36059416701,"Census Tract 4167.01, Nassau County, New York",4404,482,86,64,,,1.952770208901,
36059520200,"Census Tract 5202, Nassau County, New York",3374,250,66,89,,,1.9561351511559,
36061006500,"Census Tract 65, New York County, New York",6264,720,666,199,61897,10418,10.632183908046,61897
36061020500,"Census Tract 205, New York County, New York",5069,372,101,106,34148,10104,1.99250345235747,34148
36061024700,"Census Tract 247, New York County, New York",7960,1592,1823,1181,16644,1826,22.9020100502513,16644
36063022000,"Census Tract 220, Niagara County, New York",3413,202,432,224,25281,3051,12.6574860826253,25281
36065021102,"Census Tract 211.02, Oneida County, New York",2719,433,1247,421,14846,2661,45.8624494299375,14846
36067000300,"Census Tract 3, Onondaga County, New York",1635,135,179,102,,,10.9480122324159,
36067001900,"Census Tract 19, Onondaga County, New York",3755,273,790,325,25505,3242,21.0386151797603,25505
36067003200,"Census Tract 32, Onondaga County, New York",2428,272,661,152,27440,14054,27.2240527182867,27440
36067010321,"Census Tract 103.21, Onondaga County, New York",2732,137,166,78,,,6.07613469985359,
36071002100,"Census Tract 21, Orange County, New York",3179,384,553,261,,,17.3954073608053,
36071011701,"Census Tract 117.01, Orange County, New York",4650,23,252,200,,,5.41935483870968,
36081002200,"Census Tract 22, Queens County, New York",2178,277,292,147,,,13.406795224977,
36081010200,"Census Tract 102, Queens County, New York",3164,315,326,172,,,10.3034134007585,
36081025100,"Census Tract 251, Queens County, New York",5909,737,544,221,24512,5461,9.20629548146895,24512
36081027200,"Census Tract 272, Queens County, New York",2432,325,317,203,25988,6068,13.0345394736842,25988
36081037300,"Census Tract 373, Queens County, New York",2500,287,432,149,24124,1889,17.28,24124
36081041500,"Census Tract 415, Queens County, New York",3687,461,685,362,,,18.5787903444535,
36081050700,"Census Tract 507, Queens County, New York",3580,449,428,193,,,11.9553072625698,
36081055600,"Census Tract 556, Queens County, New York",2453,222,132,88,32071,4504,5.38116591928251,32071
36081058300,"Census Tract 583, Queens County, New York",3327,418,310,141,,,9.31770363691013,
36081060300,"Census Tract 603, Queens County, New York",2006,231,126,99,,,6.28115653040877,
36081062700,"Census Tract 627, Queens County, New York",2917,364,157,148,33205,6293,5.38224202948234,33205
36081073900,"Census Tract 739, Queens County, New York",5442,490,279,123,56683,3309,5.12679162072767,56683
36081091602,"Census Tract 916.02, Queens County, New York",0,11,0,11,,,,
36081109900,"Census Tract 1099, Queens County, New York",3903,665,268,239,,,6.86651293876505,
36081126500,"Census Tract 1265, Queens County, New York",1517,195,285,123,,,18.7870797626895,
36085000900,"Census Tract 9, Richmond County, New York",1860,311,332,137,31831,7008,17.8494623655914,31831
36085024800,"Census Tract 248, Richmond County, New York",4908,355,395,254,,,8.0480847595762,
36087012204,"Census Tract 122.04, Rockland County, New York",3675,449,1536,471,,,41.7959183673469,
36091061702,"Census Tract 617.02, Saratoga County, New York",4333,247,43,47,39988,2562,0.992384029540734,39988
36093021500,"Census Tract 215, Schenectady County, New York",3212,703,958,423,,,29.8256537982565,
36099951000,"Census Tract 9510, Seneca County, New York",2328,153,222,80,27196,1799,9.5360824742268,27196
36103112001,"Census Tract 1120.01, Suffolk County, New York",4859,272,453,174,36559,5126,9.32290594772587,36559
36103122602,"Census Tract 1226.02, Suffolk County, New York",4885,313,305,209,,,6.24360286591607,
36103145807,"Census Tract 1458.07, Suffolk County, New York",4389,255,113,78,,,2.57461836409205,
36103146614,"Census Tract 1466.14, Suffolk County, New York",6020,420,77,60,48131,7146,1.27906976744186,48131
36103158711,"Census Tract 1587.11, Suffolk County, New York",5249,501,185,129,,,3.5244808534959,
36111951300,"Census Tract 9513, Ulster County, New York",4450,252,694,246,,,15.5955056179775,
36117021200,"Census Tract 212, Wayne County, New York",4331,316,910,315,19227,2790,21.0113137843454,19227
36119000401,"Census Tract 4.01, Westchester County, New York",3715,460,1059,342,29649,4376,28.5060565275909,29649
36119010600,"Census Tract 106, Westchester County, New York",4542,30,71,63,,,1.5631880228974,
36121970200,"Census Tract 9702, Wyoming County, New York",7520,22,252,121,,,3.35106382978723,
36055003802,"Census Tract 38.02, Monroe County, New York",2592,318,0,11,,,0,
36055005000,"Census Tract 50, Monroe County, New York",1986,264,1088,284,11646,2005,54.7834843907352,11646
36055008400,"Census Tract 84, Monroe County, New York",2807,282,804,225,16637,3448,28.6426790167439,16637
36085010500,"Census Tract 105, Richmond County, New York",4857,439,841,386,,,17.3152151533869,
36085012806,"Census Tract 128.06, Richmond County, New York",6033,479,505,204,42345,6139,8.3706282115034,42345
36085020803,"Census Tract 208.03, Richmond County, New York",6191,788,473,426,53153,10184,7.64012275884348,53153
36055014003,"Census Tract 140.03, Monroe County, New York",4544,305,411,197,26602,2086,9.04489436619718,26602
36057070600,"Census Tract 706, Montgomery County, New York",2292,298,788,258,15281,2380,34.3804537521815,15281
36059303201,"Census Tract 3032.01, Nassau County, New York",3829,276,55,65,,,1.436406372421,
36091061500,"Census Tract 615, Saratoga County, New York",3541,24,196,105,36385,5052,5.53515955944648,36385
36007013600,"Census Tract 136, Broome County, New York",3563,265,962,299,,,26.9997193376368,
36059407201,"Census Tract 4072.01, Nassau County, New York",5214,652,1692,714,19559,2744,32.4510932105869,19559
36059408900,"Census Tract 4089, Nassau County, New York",5810,430,232,170,41080,2938,3.99311531841652,41080
36093033004,"Census Tract 330.04, Schenectady County, New York",2672,232,397,224,,,14.8577844311377,
36101962200,"Census Tract 9622, Steuben County, New York",2573,37,346,113,26563,2471,13.447337738049,26563
36103122404,"Census Tract 1224.04, Suffolk County, New York",3772,231,181,131,32711,5139,4.79851537645811,32711
36059416802,"Census Tract 4168.02, Nassau County, New York",3762,434,308,205,60613,12739,8.18713450292398,60613
36013030200,"Census Tract 302, Chautauqua County, New York",4094,346,972,309,,,23.7420615534929,
36013035800,"Census Tract 358, Chautauqua County, New York",3746,322,643,296,24592,7794,17.1649759743727,24592
36019101300,"Census Tract 1013, Clinton County, New York",2775,368,1234,295,11485,3179,44.4684684684685,11485
36059519801,"Census Tract 5198.01, Nassau County, New York",2636,154,24,22,,,0.910470409711684,
36067014200,"Census Tract 142, Onondaga County, New York",3721,332,742,313,29706,2757,19.940876108573,29706
36067016200,"Census Tract 162, Onondaga County, New York",2195,151,260,120,,,11.8451025056948,
36119013201,"Census Tract 132.01, Westchester County, New York",4339,173,48,46,,,1.10624567872782,
36047000200,"Census Tract 2, Kings County, New York",1868,266,732,240,16420,1243,39.186295503212,16420
36047002100,"Census Tract 21, Kings County, New York",4295,328,323,177,103464,14320,7.52037252619325,103464
36047003700,"Census Tract 37, Kings County, New York",1087,83,103,41,61058,8055,9.47562097516099,61058
36047010400,"Census Tract 104, Kings County, New York",5937,594,1787,505,,,30.0993767896244,
36075020400,"Census Tract 204, Oswego County, New York",5190,23,931,271,25136,2543,17.9383429672447,25136
36001002000,"Census Tract 20, Albany County, New York",6980,758,2049,868,24021,3755,29.3553008595989,24021
36075021101,"Census Tract 211.01, Oswego County, New York",4268,451,1905,569,19319,3389,44.6344892221181,19319
36075021601,"Census Tract 216.01, Oswego County, New York",2981,311,1009,380,,,33.8477021133848,
36047011700,"Census Tract 117, Kings County, New York",2674,301,274,208,37727,11746,10.2468212415856,37727
36047018700,"Census Tract 187, Kings County, New York",1405,227,196,88,38750,11177,13.9501779359431,38750
36047020800,"Census Tract 208, Kings County, New York",3272,413,604,252,22652,2839,18.4596577017115,22652
36081005500,"Census Tract 55, Queens County, New York",943,144,170,66,27083,5895,18.0275715800636,27083
36081010100,"Census Tract 101, Queens County, New York",2501,252,262,99,34393,5637,10.4758096761295,34393
36081015801,"Census Tract 158.01, Queens County, New York",3564,525,515,297,,,14.4500561167228,
36005002800,"Census Tract 28, Bronx County, New York",5299,527,449,271,,,8.47329684846197,
36005005600,"Census Tract 56, Bronx County, New York",2468,345,939,202,13429,3613,38.0470016207455,13429
36005012901,"Census Tract 129.01, Bronx County, New York",4017,450,1953,462,11536,1391,48.6183719193428,11536
36059520700,"Census Tract 5207, Nassau County, New York",5120,279,152,122,41016,5665,2.96875,41016
36059521700,"Census Tract 5217, Nassau County, New York",4706,197,243,136,44176,4049,5.16362090947726,44176
36103145702,"Census Tract 1457.02, Suffolk County, New York",6551,703,640,484,24157,5798,9.76950083956648,24157
36061001001,"Census Tract 10.01, New York County, New York",1528,174,89,40,52391,12439,5.82460732984293,52391
36061003001,"Census Tract 30.01, New York County, New York",4216,394,673,222,51626,4894,15.9629981024668,51626
36061006100,"Census Tract 61, New York County, New York",5032,472,185,97,,,3.67647058823529,
36061010100,"Census Tract 101, New York County, New York",1259,164,143,47,,,11.3582208101668,
36103158103,"Census Tract 1581.03, Suffolk County, New York",4563,279,401,279,,,8.78807801884725,
36005018102,"Census Tract 181.02, Bronx County, New York",5626,589,1812,639,,,32.207607536438,
36005022702,"Census Tract 227.02, Bronx County, New York",1485,170,517,138,,,34.8148148148148,
36005024300,"Census Tract 243, Bronx County, New York",5748,543,2563,475,,,44.589422407794,
36103158511,"Census Tract 1585.11, Suffolk County, New York",6856,576,260,147,35222,5583,3.79229871645274,35222
36103159105,"Census Tract 1591.05, Suffolk County, New York",7179,509,344,221,38331,3452,4.7917537261457,38331
36061014000,"Census Tract 140, New York County, New York",7671,632,526,378,90680,10404,6.85699387302829,90680
36061020701,"Census Tract 207.01, New York County, New York",3392,266,803,276,36056,5380,23.6733490566038,36056
36107020703,"Census Tract 207.03, Tioga County, New York",4307,115,771,299,,,17.9010912468075,
36005031400,"Census Tract 314, Bronx County, New York",2300,250,118,87,37685,5254,5.1304347826087,37685
36005033202,"Census Tract 332.02, Bronx County, New York",4207,398,860,336,20918,4690,20.4421202757309,20918
36005036400,"Census Tract 364, Bronx County, New York",2389,276,132,77,29788,3936,5.52532440351612,29788
36005042600,"Census Tract 426, Bronx County, New York",6694,713,1110,524,,,16.582013743651,
36027220700,"Census Tract 2207, Dutchess County, New York",2564,245,557,195,,,21.7238689547582,
36029003901,"Census Tract 39.01, Erie County, New York",987,122,329,118,,,33.3333333333333,
